[INFO]
ROAD_RUNNER_VERSION=0.5
CREATOR=rrWinC-0.1
NUMBER_OF_COLS=3
NUMBER_OF_ROWS=512
COLUMN_HEADERS=time,[S1],[S2]

[DATA]
0,0.0001463317774163864,1.49440276112413e-005
0.0195695,0.0001288104524039023,1.744529764969682e-006
0.0391389,0.0001319747469689152,7.927837111094534e-006
0.0587084,0.0001537006289990839,2.701636869448572e-006
0.0782779,0.0001440789126283904,-6.033869917128188e-006
0.0978474,0.0001311564549934494,7.591053857240736e-006
0.117417,0.0001360227210358832,2.75417957984536e-005
0.136986,0.0001260647109265601,1.536965639500313e-005
0.156556,0.0001340607792787057,9.266391977372626e-006
0.176125,0.0001274887995897906,1.750475166640353e-005
0.195695,0.0001244009656114084,1.87186605598723e-005
0.215264,0.0001223324847361736,2.786844164799247e-005
0.234834,0.0001354164948116797,2.544949815408578e-005
0.254403,0.0001207161547620513,3.213697598744164e-005
0.273973,0.0001232595235667361,3.831552984259629e-005
0.293542,0.0001094012879391768,4.015276133045395e-005
0.313112,0.000100292041145645,3.241213985567827e-005
0.332681,0.0001255193561984399,5.497219383938922e-005
0.35225,0.0001182855190825641,4.874000101961031e-005
0.37182,0.0001120032730202432,3.930804860205921e-005
0.391389,0.000110418083383028,3.848741985662131e-005
0.410959,9.020609867514654e-005,5.395635691143339e-005
0.430528,8.719801666906503e-005,6.160711589159869e-005
0.450098,7.324300282204506e-005,5.272431798756543e-005
0.469667,9.054542342638485e-005,2.809526968840715e-005
0.489237,0.0001108748384634852,6.075942555941183e-005
0.508806,9.088486860282722e-005,5.738292364918008e-005
0.528376,8.011011747305481e-005,5.09624197646972e-005
0.547945,9.116062294299203e-005,0.0001007359797916949
0.567515,7.476378006953002e-005,5.887596763520149e-005
0.587084,9.342410267436861e-005,6.312186674828741e-005
0.606654,6.713888346152938e-005,8.77009516274051e-005
0.626223,8.594495392149766e-005,7.438769978544532e-005
0.645793,8.056658095970659e-005,7.816392419229876e-005
0.665362,7.104652783395727e-005,8.894999279408864e-005
0.684932,7.091640593273771e-005,7.642107109655554e-005
0.704501,5.670007603324046e-005,8.507129597710476e-005
0.72407,6.090610734169653e-005,6.388185826819337e-005
0.74364,8.556714994900557e-005,9.353461009949424e-005
0.763209,6.970130670301273e-005,8.256988391701567e-005
0.782779,5.67125216590202e-005,7.403317854069158e-005
0.802348,7.184776589982955e-005,8.590209688668084e-005
0.821918,6.925944632030763e-005,8.545067599244134e-005
0.841487,7.949109960814792e-005,7.792399440690855e-005
0.861057,6.197360254734054e-005,0.0001004610836070732
0.880626,7.207868230269592e-005,8.932826525380034e-005
0.900196,5.693890345521306e-005,8.682685281820694e-005
0.919765,7.175941818468689e-005,0.0001029132277837783
0.939335,4.723989795541193e-005,9.246897611859497e-005
0.958904,6.989698612049094e-005,8.464834673348446e-005
0.978474,6.054446901740325e-005,9.74498682605308e-005
0.998043,6.834498577146617e-005,0.000108053688948629
1.01761,4.087017263537214e-005,8.503059605165209e-005
1.03718,4.835681810264243e-005,0.000101300953335578
1.05675,7.822792882446254e-005,0.0001033653549346031
1.07632,5.457856718898171e-005,8.555738503847606e-005
1.09589,5.435860067123059e-005,8.749996133912774e-005
1.11546,5.939846106096908e-005,8.911205032215859e-005
1.13503,4.609828244912816e-005,0.0001064258510457858
1.1546,4.575044608988605e-005,0.0001176545563941553
1.17417,6.428772679103373e-005,0.0001052329230603896
1.19374,5.391818113252141e-005,9.844675172331154e-005
1.21331,3.820141608575367e-005,0.0001049130954915838
1.23288,3.178890888700702e-005,0.0001086596944533705
1.25245,5.726064401213673e-005,0.0001198920152046702
1.27202,4.601452692479521e-005,0.0001084111196663451
1.29159,4.544715093779481e-005,0.0001052984914717209
1.31115,5.74415775591666e-005,0.000104362026236992
1.33072,5.544605246876964e-005,0.0001087773847550666
1.35029,3.317013177592543e-005,9.189485146042875e-005
1.36986,5.719207404327945e-005,0.0001146846059929999
1.38943,3.256849085937501e-005,0.0001212628107666003
1.409,6.017222028522678e-005,0.0001004033440711657
1.42857,2.787506013152478e-005,0.0001193679329621004
1.44814,2.079971132961458e-005,9.949304770814907e-005
1.46771,3.93990708425925e-005,0.0001158665583710338
1.48728,3.035038672695536e-005,0.0001196046689294818
1.50685,3.470449318777481e-005,0.0001183535508463055
1.52642,3.22499128233883e-005,0.0001400297782804273
1.54599,3.747945799686522e-005,0.0001140632168435681
1.56556,3.974549290787664e-005,0.0001380301870044991
1.58513,3.052522850331122e-005,0.0001224204436169684
1.6047,2.954569934563133e-005,0.0001325067899531576
1.62427,2.836345103248897e-005,0.0001297195562602909
1.64384,2.215184704720668e-005,0.0001122403173742222
1.66341,4.848144566289371e-005,0.0001383721966140176
1.68297,3.642719498625923e-005,0.0001275920483797113
1.70254,3.966033927149266e-005,0.0001080165706518951
1.72211,3.018662662061073e-005,0.0001426837093910262
1.74168,4.207814426810633e-005,0.0001102930653206219
1.76125,1.682307240481323e-005,0.0001195141640001064
1.78082,1.466620187605259e-005,0.0001085248484350536
1.80039,2.314604888336388e-005,0.0001126715362112767
1.81996,9.010596079140095e-006,0.000129108670828647
1.83953,4.801424287123828e-005,0.0001098675431517683
1.8591,3.009410685967286e-005,0.0001273561281308037
1.87867,1.745753793653868e-005,0.0001225789232553976
1.89824,2.0091354899581e-005,0.0001204887726914518
1.91781,4.301867300184868e-006,0.0001064175102378841
1.93738,3.065649468993694e-005,0.0001305847390463899
1.95695,1.364616338265784e-005,0.0001236353451692633
1.97652,1.2633777727103e-005,0.0001312259165375581
1.99609,2.027660490657135e-006,0.0001345282181146834
2.01566,2.868972539625844e-005,0.0001163986491877891
2.03523,3.34178604654456e-005,0.0001379882651776343
2.05479,3.300430936505258e-005,0.0001367460294337943
2.07436,1.657197737834288e-005,0.0001463769444296981
2.09393,1.95747389120596e-005,0.0001294436647675017
2.1135,2.318870229201161e-005,0.0001338645559687584
2.13307,2.39894629217531e-005,0.0001057454038077179
2.15264,1.721502016340377e-005,0.0001174209837819119
2.17221,1.815142801244422e-005,0.0001384136105966827
2.19178,1.513993169513643e-005,0.0001354155849781978
2.21135,2.246581616587929e-005,0.0001174733462855125
2.23092,2.856563236814549e-005,0.0001399531657140033
2.25049,-2.880094456196248e-007,0.0001252980931272947
2.27006,1.195993988883375e-005,0.0001185672482374575
2.28963,9.298663241819919e-006,0.0001357727128792442
2.3092,2.688819199825221e-005,0.0001395030036163143
2.32877,2.53983168447912e-005,0.0001405493767576015
2.34834,3.845958013832146e-005,0.0001298693851199958
2.36791,2.786367044148855e-005,0.0001307281525352262
2.38748,9.148510859666938e-006,0.0001302055539303603
2.40705,1.803292016269196e-005,0.0001389951568510675
2.42661,2.409124676270527e-005,0.0001481173522347131
2.44618,2.416161769135056e-005,0.0001324392540370053
2.46575,1.468466203233647e-005,0.0001309365414722376
2.48532,2.192881842476865e-005,0.0001302231256560865
2.50489,-7.087487192618525e-007,0.0001479781955312281
2.52446,3.208336639159838e-006,0.0001264097878884473
2.54403,1.090697503241702e-005,0.000142385991761284
2.5636,1.700259486618459e-005,0.0001228637852199448
2.58317,1.771998557889847e-005,0.0001192128323842593
2.60274,1.892083569884792e-005,0.0001327501266710719
2.62231,6.777002941501737e-006,0.0001236829596335164
2.64188,6.534868188049316e-006,0.0001326447592056216
2.66145,1.850879325568491e-005,0.0001389951554859409
2.68102,2.895699141889139e-005,0.0001360453417353236
2.70059,2.727672586519011e-005,0.0001625840813123322
2.72016,1.795910018210276e-005,0.0001357639726944367
2.73973,1.386892324585721e-006,0.000144679514802004
2.7593,-6.436602219867372e-006,0.0001183726897235947
2.77886,1.746032609427882e-005,0.0001341313079113645
2.79843,2.479072561321983e-005,0.0001369778732984761
2.818,8.188010745904916e-006,0.0001382807303243296
2.83757,9.86777811176584e-006,0.0001482727448652781
2.85714,2.846169884613907e-005,0.0001196636453842555
2.87671,5.420495995967377e-006,0.0001491658827386203
2.89628,-1.260803083854043e-005,0.0001460900017182346
2.91585,8.491058198938482e-006,0.000126570909664197
2.93542,1.954238428181936e-006,0.000146616970274356
2.95499,1.320187831545603e-005,0.0001303760299975207
2.97456,2.747346621143314e-005,0.0001406653463892228
2.99413,2.752325050585705e-005,0.0001584449000974425
3.0137,1.612278328923948e-005,0.0001389221965413331
3.03327,-4.321523361983113e-008,0.000131252881720522
3.05284,6.225876934655967e-006,0.0001383862165392727
3.07241,2.689461112363946e-005,0.0001710831825954397
3.09198,-8.326817081256932e-006,0.0001553573278063797
3.11155,2.178977621418101e-005,0.0001239352412887702
3.13112,1.913629929017276e-005,0.0001335808731399101
3.15068,-2.626627438862653e-005,0.000147146283797187
3.17025,2.188769432231366e-005,0.0001556176162700217
3.18982,1.053207702839087e-005,0.0001384272619900391
3.20939,-1.059993380991453e-006,0.0001434664802041899
3.22896,-7.033538380771919e-006,0.0001479229183141007
3.24853,3.503718855590962e-006,0.0001343874244238444
3.2681,6.600886164376787e-006,0.0001434664656934432
3.28767,1.361429293793524e-005,0.0001432734888317219
3.30724,9.459514162971582e-006,0.0001399003870203366
3.32681,1.03374865322938e-005,0.0001392223810344419
3.34638,-3.921123189109503e-006,0.0001451767295309077
3.36595,5.19255887878719e-006,0.0001598991128752999
3.38552,1.08986455962533e-005,0.000146766763260152
3.40509,1.230217314624253e-005,0.0001633179886585194
3.42466,2.552574508650244e-006,0.0001386212383357542
3.44423,2.362104555894611e-007,0.0001252200310208864
3.4638,8.609603827015138e-006,0.0001654177134199597
3.48337,1.180904726517392e-005,0.0001491071967847253
3.50294,2.403242213159344e-006,0.0001343478792894787
3.5225,7.117957419373499e-006,0.0001467991944984585
3.54207,-1.278929997351624e-005,0.0001446662683945839
3.56164,8.221043097173235e-006,0.0001401648722487529
3.58121,1.213427871611564e-005,0.0001666728939762892
3.60078,1.497800349614826e-005,0.0001438806035357005
3.62035,-1.549253500626578e-006,0.0001445443233476551
3.63992,1.215278382671183e-005,0.0001439540856399184
3.65949,5.597995513178952e-006,0.0001514354007603675
3.67906,3.812655296158242e-006,0.0001437697030698521
3.69863,-6.357304256767508e-006,0.0001521726449893241
3.7182,1.088990801962713e-005,0.0001298248850374088
3.73777,1.047701957097941e-005,0.0001587076807223364
3.75734,-1.365001652041727e-005,0.0001382101673471797
3.77691,3.437917153449161e-006,0.0001464596031836166
3.79648,1.012597357674164e-005,0.0001347177418416284
3.81605,4.207623302609329e-006,0.000125781351570767
3.83562,1.312018707460056e-006,0.0001573403381658145
3.85519,-1.968245897471505e-006,0.0001524938728403735
3.87476,-8.25026541735797e-006,0.0001429673204798005
3.89432,1.633195463661612e-006,0.000149529474158872
3.91389,8.314131808159709e-006,0.0001578424559304167
3.93346,-9.907762571268435e-006,0.000155409710691288
3.95303,1.875135042114792e-005,0.0001547551862054391
3.9726,1.993810128639534e-005,0.0001452629053887854
3.99217,-5.513326601641631e-007,0.0001479169686040695
4.01174,2.893427946331918e-006,0.0001555742468115371
4.03131,8.16072099706967e-006,0.0001469972676119126
4.05088,1.82672560126554e-005,0.0001630451750109763
4.07045,-2.253111327383449e-006,0.0001298507637170523
4.09002,1.246487969697793e-005,0.0001409153526895762
4.10959,-4.866855420059449e-006,0.000157743393695278
4.12916,2.054888857546129e-005,0.0001306286076129899
4.14873,-7.738646857877053e-006,0.0001527674915317629
4.1683,3.564032078583658e-006,0.0001424363886618347
4.18787,-6.009103909950586e-006,0.0001446183487904388
4.20744,7.705688482243686e-007,0.0001461001362629335
4.22701,7.132702605002774e-006,0.0001371128271143433
4.24658,1.667024738342251e-005,0.0001459953536762245
4.26614,-5.946049911638016e-006,0.0001489229542507289
4.28571,-1.199102762367304e-005,0.0001453180484835435
4.30528,-3.129471946872764e-006,0.0001542222798214466
4.32485,-5.13933863939255e-006,0.000154301103886088
4.34442,-6.829327787139902e-006,0.0001532265953807829
4.36399,1.759807852700801e-006,0.0001431280716716806
4.38356,7.049123472503312e-006,0.000151483894055337
4.40313,-8.257703313677826e-006,0.000157690796699617
4.4227,2.856040970217135e-006,0.000143146010273201
4.44227,-6.19172598045617e-006,0.0001492086078711509
4.46184,1.384556924409846e-006,0.0001405126277351049
4.48141,1.143093230991459e-005,0.000156935842508211
4.50098,9.557481654609163e-006,0.0001481809068782398
4.52055,3.570838277788153e-006,0.0001636502235112622
4.54012,-2.138059080131892e-005,0.0001441301907063393
4.55969,9.892134747051754e-006,0.0001267988920306661
4.57926,-9.444530894158053e-006,0.0001728169959743716
4.59883,-6.463607225861791e-006,0.0001506066474917538
4.6184,6.402274128223055e-006,0.0001410252021939582
4.63796,6.708889529401212e-006,0.0001388591746630603
4.65753,2.542570438018232e-006,0.0001420353381781625
4.6771,-1.254451046755925e-005,0.0001457141131518533
4.69667,7.587087182390228e-006,0.0001486999545854662
4.71624,7.347804363385064e-006,0.0001612675480597065
4.73581,6.403517493181832e-006,0.0001452842130873333
4.75538,4.145119916686036e-006,0.0001596451769071637
4.77495,1.264299323346716e-005,0.000147290716385277
4.79452,-2.507618458432555e-006,0.0001699644637043103
4.81409,-2.954002681053094e-006,0.0001458999333750194
4.83366,1.154147329893997e-005,0.0001526605460942777
4.85323,-9.663868453563885e-006,0.0001582523979521987
4.8728,5.627617657642095e-006,0.0001346700427351442
4.89237,-3.967026816817847e-006,0.0001548145947235535
4.91194,2.15605212056894e-006,0.0001383913752179804
4.93151,1.391735687418706e-005,0.0001459799712217949
4.95108,1.683547355609105e-005,0.0001570996587001582
4.97065,1.934625313160678e-005,0.0001466235123287632
4.99022,1.111963733944039e-005,0.0001443829712999537
5.00978,-3.333305249100749e-007,0.0001463719903014857
5.02935,-6.448883559397943e-006,0.0001622354325829795
5.04892,-7.776482737017291e-006,0.0001501408982375113
5.06849,-1.147895087859712e-005,0.0001626096023613141
5.08806,-1.390844872065238e-005,0.0001688286461225979
5.10763,1.012897629543344e-005,0.0001383274936289744
5.1272,1.606494660758827e-005,0.0001557187071901803
5.14677,-2.53564146067157e-005,0.000146562331010014
5.16634,5.80336511509192e-006,0.0001574529559982196
5.18591,-9.343400608529023e-006,0.000142149302466124
5.20548,-1.402143300310303e-005,0.0001372861377662428
5.22505,-4.590608342627677e-006,0.0001630769233374838
5.24462,6.481803173614393e-006,0.0001423347345206434
5.26419,-8.27259219931139e-006,0.0001532563318145527
5.28376,3.129216441059879e-006,0.0001532189253802546
5.30333,1.037839176184101e-005,0.0001550529708670546
5.3229,7.829854002458095e-006,0.0001515270467398091
5.34247,-1.724875482421914e-006,0.0001601507112214161
5.36204,-9.548625940763279e-006,0.0001501625872587659
5.3816,1.990162103411891e-005,0.000156705588073333
5.40117,-5.108547409244389e-006,0.0001523976886229198
5.42074,-1.40381713162907e-005,0.0001378990787285625
5.44031,-1.004890345998624e-005,0.000148699054902505
5.45988,5.843876814734988e-006,0.0001510680951708061
5.47945,-4.341439145778893e-006,0.000160771283518634
5.49902,1.457393996263113e-005,0.0001539538518904312
5.51859,9.170968243240225e-006,0.0001296498227788374
5.53816,-1.990584444963184e-005,0.0001368992825124244
5.55773,-9.838969704189227e-006,0.0001423211442287356
5.5773,-5.447478657562192e-006,0.0001576409977469404
5.59687,-1.801442702018358e-006,0.0001360431673630357
5.61644,-1.671906634481299e-006,0.0001603488659074488
5.63601,3.58625631840047e-006,0.0001560846749638204
5.65558,-9.550278676545339e-006,0.0001664346655857057
5.67515,7.645754038987917e-006,0.0001562277686695611
5.69472,1.151251597859103e-005,0.0001291327878544621
5.71429,1.648593337768583e-005,0.0001664091885554306
5.73386,1.057340766721999e-005,0.0001510980753520665
5.75342,-1.152361274903999e-005,0.0001599554137081783
5.77299,8.827501320837552e-006,0.00014907848782536
5.79256,1.014436940133519e-005,0.0001561977545351794
5.81213,1.781842139193829e-006,0.0001572132963658821
5.8317,-6.765117313250009e-006,0.0001503227459859173
5.85127,-8.452336207217326e-006,0.000147071844568583
5.87084,-8.232767349726585e-006,0.0001661702287568982
5.89041,2.63651067181308e-006,0.0001712423048249787
5.90998,8.749024445445912e-006,0.0001528547644445487
5.92955,7.932089729113935e-006,0.0001632352207336611
5.94912,-6.412566166825896e-006,0.0001651376819691039
5.96869,5.025201986353845e-006,0.000151303729768351
5.98826,-1.415873419946985e-006,0.0001464138130451784
6.00783,-1.368420092118194e-005,0.0001376654858562022
6.0274,1.191671202115591e-005,0.0001687649269414257
6.04697,9.220022784175803e-006,0.0001489770883140396
6.06654,2.109153665617016e-006,0.0001469266496627429
6.08611,5.120010615641542e-006,0.0001472630609751514
6.10568,-1.515159857245689e-005,0.0001686441218707077
6.12524,-1.767126423154668e-005,0.0001330381556687768
6.14481,-1.879521055539919e-005,0.0001646357663331457
6.16438,1.390143786182702e-005,0.0001503840067435708
6.18395,2.18020371805799e-005,0.0001578171086257842
6.20352,1.702370013969137e-005,0.0001588573298762603
6.22309,-1.748298375825158e-005,0.0001494615788676231
6.24266,-2.242840714918507e-005,0.000139513768956759
6.26223,-2.031664969288887e-005,0.0001541773063401173
6.2818,6.06036433536953e-006,0.0001496718202669379
6.30137,-3.8509988510554e-006,0.0001480985904936904
6.32094,3.232503812641964e-006,0.0001415642656092692
6.34051,1.63396607372933e-005,0.0001573227865575308
6.36008,5.154724369506247e-006,0.0001462337646286661
6.37965,1.62513761759348e-005,0.0001503121796903326
6.39922,-1.395195268432745e-006,0.000154272953210306
6.41879,-1.195870041323965e-005,0.0001560171718906752
6.43836,-4.13011263293932e-006,0.0001541266269757784
6.45793,-1.249838414745578e-005,0.0001425641136718605
6.4775,-4.309617683458281e-006,0.0001485109088435326
6.49706,1.440525605020359e-006,0.0001615653806755242
6.51663,-6.294808634780008e-006,0.0001596791727122474
6.5362,-1.062598840079735e-005,0.0001614548282477077
6.55577,1.088900110523982e-005,0.0001516368286556049
6.57534,4.669559645488766e-006,0.0001493845119379246
6.59491,-2.636582617711742e-006,0.000138451223468176
6.61448,-1.223417590754208e-005,0.0001491328201198847
6.63405,-1.213539944955029e-005,0.0001546217489986504
